section_id,course_num,tid,class_time,room_no
978806,568069,745646,Monday 18:56,984810
553331,796947,510204,Saturday 21:18,849347
493513,798813,125054,Tuesday 00:25,291821
131123,137098,715093,Wednesday 13:05,524072
788289,599778,235089,Friday 09:15,970218
383616,626199,749696,Saturday 12:58,901630
638355,796144,409003,Wednesday 01:16,872796
401658,723586,903310,Wednesday 21:25,806163
421331,602086,361385,Saturday 08:52,427086
561755,890022,441947,Monday 03:27,659199
619473,547763,510204,Thursday 14:59,282150
166105,379785,860381,Wednesday 06:51,896430
499593,567756,523867,Saturday 16:07,135743
744859,620990,508776,Monday 11:07,428877
312958,317121,524866,Saturday 11:46,466589
474226,338718,893476,Tuesday 07:47,748329
378090,747939,896167,Sunday 05:15,648146
457914,745409,235089,Monday 22:57,261985
681753,497472,393802,Thursday 12:38,529561
598127,172053,748902,Saturday 03:47,719095
369156,356788,976925,Saturday 05:22,317870
590396,881582,941225,Sunday 18:28,184832
836056,740149,748902,Thursday 12:54,160334
647519,923760,230917,Tuesday 07:14,193999
929217,777909,473516,Monday 21:47,563388
540964,260273,125287,Thursday 20:58,566035
912089,710574,369859,Tuesday 20:03,179199
935991,469760,943249,Thursday 18:31,404509
410072,264685,569297,Tuesday 08:59,321263
512507,451010,714840,Friday 16:03,548171
109706,305970,414424,Saturday 08:47,189973
976687,865296,820241,Monday 16:49,978887
755485,309440,270544,Friday 02:54,961735
889311,814030,665844,Sunday 22:14,959541
457191,713277,383379,Sunday 23:41,200594
311305,126793,389772,Thursday 17:20,477738
339455,109504,997344,Tuesday 02:34,408415
446835,885201,383379,Thursday 00:57,861749
454227,324920,475219,Monday 21:51,413081
772376,922737,860381,Thursday 11:27,811307
897183,770676,171631,Thursday 07:34,487319
963658,479090,559303,Tuesday 07:25,236590
991039,809626,569297,Friday 20:20,154331
594635,545514,369531,Thursday 05:30,523335
363835,295619,559303,Wednesday 11:50,622269
666059,174840,389772,Friday 16:39,368333
135014,125542,389772,Wednesday 00:24,840242
947798,392372,508776,Tuesday 07:53,364535
766519,781470,469104,Thursday 08:07,899001
653182,507727,235089,Monday 20:54,116918
708609,562672,258733,Thursday 23:46,120269
725727,213266,682827,Saturday 05:09,741288
572200,612371,893476,Sunday 05:15,446217
231380,452968,524866,Monday 21:48,372422
522620,141009,283724,Friday 05:42,517734
135125,688523,943249,Sunday 22:47,249279
637903,109848,896167,Saturday 18:50,380517
404648,959645,903310,Wednesday 14:59,393385
657189,314193,125287,Thursday 04:26,374870
859165,951404,893476,Saturday 06:33,221307
202591,825624,776028,Monday 16:24,181767
928576,751047,289490,Thursday 21:29,612539
991779,886109,258733,Saturday 18:44,827182
629696,745506,508776,Friday 18:09,409721
192181,745506,561720,Sunday 21:13,837004
817279,765843,289490,Wednesday 11:36,797678
182222,347843,125054,Saturday 03:47,627498
121796,712984,125054,Tuesday 16:08,556863
785428,540274,242756,Saturday 15:57,834072
121138,352364,393802,Friday 10:02,841775
875847,492789,473516,Sunday 19:52,552375
393460,232599,742744,Monday 00:43,330998
846433,572536,941225,Thursday 06:43,184909
881691,160376,588859,Wednesday 14:48,766981
657209,698078,524866,Friday 12:39,579730
704985,815806,561720,Monday 09:05,584828
441269,525054,130613,Tuesday 05:31,899430
292563,586181,943249,Friday 09:30,300899
225055,830859,369531,Friday 10:40,489559
977339,134233,469104,Thursday 22:08,674868
694003,495637,859328,Monday 14:54,688035
204042,230215,682827,Wednesday 20:01,505410
905959,954215,432181,Tuesday 14:04,267103
969733,671748,989773,Monday 19:46,688103
338335,303731,235089,Friday 12:48,407925
613109,834567,369859,Friday 16:58,224651
869668,788679,357573,Saturday 13:17,240614
955000,939656,607040,Wednesday 03:57,173453
527537,285029,230917,Monday 15:34,874376
128005,790866,997344,Sunday 00:28,303033
573975,116762,369531,Monday 02:50,973515
156892,317121,369531,Tuesday 11:42,141361
544812,681779,357573,Saturday 03:48,353454
327195,401284,859328,Wednesday 05:20,703773
179981,163626,569297,Wednesday 02:37,940872
452165,818599,776028,Saturday 23:13,522730
620112,771045,561720,Saturday 22:15,786657
151229,660444,130613,Monday 12:01,721788
829794,219472,365422,Monday 16:30,263367
368495,243537,230917,Thursday 22:19,314957
832650,443535,903310,Sunday 06:20,575130
519766,125226,860381,Saturday 15:39,344422
139753,712984,384953,Wednesday 10:30,975946
542166,915181,280528,Friday 07:26,947731
132170,221243,976925,Saturday 20:55,950051
991543,333260,656078,Friday 06:21,661918
931402,872263,475219,Friday 17:37,470388
328221,849172,441947,Sunday 16:47,599411
761377,602047,280528,Friday 18:32,862366
754023,680900,441947,Friday 14:49,286679
112359,269622,125054,Thursday 08:40,700330
347477,869394,409003,Thursday 18:57,927209
680353,483412,943249,Thursday 07:11,855021
362558,252772,270544,Monday 02:11,648725
427260,462830,749696,Wednesday 13:28,815606
651880,554104,230917,Monday 05:42,590005
293435,885201,475219,Saturday 16:00,330181
599723,522939,989773,Wednesday 05:03,814001
404346,260273,230917,Monday 03:06,558538
621265,933391,820241,Friday 05:28,771583
748523,902402,473516,Saturday 10:05,354186
432340,519809,524866,Monday 13:44,321622
587657,137098,357573,Monday 16:53,634853
307731,937161,369859,Wednesday 18:45,209436
700716,171014,436552,Friday 05:07,368806
912465,701448,383379,Saturday 11:29,857020
193914,251222,682827,Tuesday 08:59,291500
254324,612989,748902,Friday 23:34,562530
660109,973435,665844,Sunday 17:29,659744
189211,272217,441947,Friday 13:57,500117
864244,835072,383379,Thursday 03:11,336863
826989,620990,748902,Saturday 07:19,943615
900377,872263,979141,Saturday 21:37,966627
902676,287632,125054,Sunday 03:35,522312
794701,926225,941225,Wednesday 09:00,730205
605303,461966,369531,Tuesday 03:53,855194
712448,733205,171631,Sunday 02:49,439894
491107,219858,748902,Monday 22:00,224634
730593,720324,361385,Monday 19:43,333679
771062,726833,607040,Tuesday 16:47,869599
536988,823231,510204,Monday 21:58,236235
821258,193325,325155,Saturday 08:28,797807
968572,494204,551240,Monday 13:38,544138
306349,589605,369531,Friday 08:19,887544
869738,747939,682827,Monday 13:25,460158
852697,147896,278937,Wednesday 21:42,900861
475621,815806,409003,Monday 01:14,466410
646821,632625,432181,Friday 22:53,524365
286932,427791,748902,Tuesday 13:44,432596
672966,874875,111078,Thursday 22:21,802362
488800,909558,289490,Wednesday 17:39,788439
663241,599348,588859,Saturday 12:03,254839
788455,561992,886424,Sunday 05:01,977094
457937,832162,903310,Friday 22:52,650715
144561,602040,523867,Saturday 09:16,838707
879032,149030,776028,Monday 03:30,254716
549654,760577,325155,Wednesday 06:50,635600
505317,734812,111078,Sunday 22:46,762612
518427,210256,409003,Wednesday 03:55,391434
785900,219146,369859,Tuesday 17:57,158726
325081,693751,508776,Saturday 05:07,800036
254371,637454,436552,Monday 03:01,952739
941376,338100,369859,Sunday 16:38,347066
280032,793799,524866,Monday 09:33,347665
339351,593481,357573,Tuesday 11:01,855507
313173,631285,989773,Saturday 06:47,287200
342692,267858,283724,Wednesday 04:24,416242
765368,615008,389772,Friday 07:45,179574
139309,172053,656078,Saturday 18:26,953615
151865,469760,750426,Sunday 20:07,566483
118698,934816,508776,Tuesday 02:13,968119
153926,146945,473516,Monday 07:31,468555
392161,227335,508776,Monday 03:42,763125
583525,771045,238557,Tuesday 05:24,986993
659039,951590,171631,Monday 18:16,524218
998570,729670,582120,Saturday 05:44,502319
475371,694386,111078,Thursday 13:55,840098
502196,779663,289490,Wednesday 09:15,621716
752850,828582,523867,Saturday 17:45,368033
220896,417261,989773,Tuesday 01:32,223121
998953,489433,212481,Monday 11:49,328180
493348,668197,976925,Sunday 03:10,732259
825987,695835,389772,Friday 08:37,188007
366238,620098,588859,Monday 01:05,671109
267029,220883,389772,Tuesday 04:05,194889
941656,712984,436552,Thursday 06:57,232437
363562,797068,125054,Saturday 13:27,738869
801745,862226,125287,Thursday 23:25,581692
728037,887284,469104,Friday 15:48,543166
319369,336007,656078,Saturday 06:18,926487
490599,221237,171631,Sunday 08:05,875514
435655,745708,551240,Saturday 14:00,952101
927275,547763,745646,Wednesday 02:57,618959
293764,887724,749696,Wednesday 02:46,907774
187738,459371,111898,Tuesday 22:31,741637
778221,700631,665844,Saturday 11:38,153633
229009,600404,226654,Monday 09:59,383324
906763,663986,369531,Sunday 02:38,462610
797248,645696,369859,Saturday 21:02,323502
380660,421898,441947,Monday 08:45,490274
906665,123776,682827,Wednesday 00:35,164681
265850,340668,896167,Thursday 23:46,700559
779999,616662,278937,Wednesday 10:31,364689
988610,149030,665844,Monday 15:49,135732
650349,902105,125054,Tuesday 18:00,894104
592659,776837,409003,Friday 00:22,397444
362798,238497,436552,Monday 04:37,798411
496986,149030,508776,Wednesday 03:29,466698
633286,541140,508776,Friday 13:00,252911
282987,714761,559303,Sunday 18:57,687900
268407,869421,414424,Saturday 23:55,346575
899068,275420,369859,Monday 18:51,377244
582072,567756,820241,Saturday 03:23,119430
987569,307704,258733,Sunday 06:29,780104
470649,546720,941225,Monday 11:19,964891
709197,864044,230917,Tuesday 03:00,233021
240604,923305,365422,Thursday 00:01,454309
178340,150936,749696,Friday 15:03,903663
555101,924419,414424,Sunday 18:58,953725
664094,635208,886424,Thursday 20:52,872421
270452,845833,682827,Sunday 19:39,570274
385292,519149,569297,Friday 12:36,172310
579100,405528,278937,Wednesday 02:06,449744
798677,816071,561720,Friday 04:56,944494
412209,694494,111078,Wednesday 12:07,363010
822405,726833,475219,Monday 21:02,738907
109913,888407,111898,Friday 12:47,780849
382538,446024,560632,Wednesday 17:49,995732
455488,887917,409003,Friday 11:05,763454
827011,378549,607040,Tuesday 09:54,262484
550226,324528,508776,Wednesday 08:58,279184
921279,865997,469104,Friday 01:50,924628
480659,714131,393802,Wednesday 13:34,246938
710823,989748,896167,Saturday 20:14,423411
768804,220455,473516,Friday 04:43,118331
948722,937161,903310,Friday 16:35,955767
725045,971396,289490,Thursday 12:11,269894
809583,833627,989773,Friday 19:42,626668
441631,342118,896167,Sunday 16:59,570373
304608,389214,508776,Thursday 10:04,846401
909325,649612,607040,Monday 11:12,365444
406167,324109,409003,Friday 15:39,159819
427660,921010,130613,Saturday 09:53,604550
753254,717717,473516,Sunday 18:56,269284
305188,471866,369859,Sunday 21:41,289425
549182,801878,560632,Tuesday 11:35,274344
474231,902402,582120,Tuesday 09:50,466547
547569,529574,524866,Saturday 04:46,863377
241587,733713,270544,Friday 09:05,628678
282819,725000,997344,Friday 12:41,745980
669728,836694,278937,Tuesday 22:54,579467
537927,185377,896167,Thursday 05:26,588051
655629,331989,230917,Wednesday 13:25,598497
471528,243122,226654,Saturday 11:47,590669
997505,589782,997344,Monday 03:25,472931
786961,742194,860381,Saturday 19:48,763736
663671,465081,369859,Monday 18:29,881110
986069,564681,226654,Saturday 07:39,112700
438432,599450,235089,Sunday 20:53,981784
205506,947189,508776,Monday 15:38,450685
866274,380799,281143,Tuesday 15:19,829289
935882,801585,235089,Monday 05:52,163477
300621,131988,941225,Thursday 06:17,203169
722596,997226,361385,Monday 13:57,613127
721342,886599,475219,Saturday 11:45,528199
253730,599227,238557,Thursday 16:08,344471
136422,561744,281143,Thursday 22:08,420862
696893,349723,588859,Sunday 03:33,903733
838641,363069,369859,Saturday 13:33,363997
405495,871822,656078,Thursday 19:22,947747
939190,673942,896167,Saturday 16:56,192030
336161,981612,441947,Tuesday 10:06,557957
586398,836694,230917,Monday 20:33,345106
658120,672214,369531,Friday 00:57,502690
981765,724127,523867,Tuesday 09:55,588815
332581,717890,125054,Monday 08:45,962298
480448,770816,742744,Wednesday 20:39,627087
348170,714414,236323,Saturday 23:45,769195
348226,452968,510204,Friday 08:25,621940
814394,154303,941225,Thursday 21:50,206832
928441,581758,886424,Friday 20:17,799869
496449,413946,361385,Monday 07:31,575182
881124,521216,125054,Wednesday 15:27,877393
474331,305482,125287,Saturday 17:52,518561
317338,523028,510204,Sunday 02:45,346892
869757,392372,270544,Saturday 18:01,910902
160466,659396,767986,Saturday 03:20,977828
737465,828800,125054,Thursday 04:34,292884
986989,157057,665844,Tuesday 14:17,320356
808669,770676,236323,Wednesday 11:09,895476
119356,149030,369531,Saturday 21:07,122425
549538,152417,903310,Friday 23:58,742487
871739,614240,365422,Sunday 05:14,887990
247628,825200,369859,Tuesday 09:04,949091
640207,613386,278937,Monday 01:00,236544
368081,817326,745646,Saturday 18:16,405429
885197,632625,383379,Friday 20:38,508873
146061,691351,111078,Monday 14:12,284346
690841,530825,776028,Saturday 11:07,205462
567282,833445,281143,Thursday 18:44,595422
432512,940786,361385,Sunday 19:32,971884
535739,328337,384953,Thursday 22:57,697683
923151,577650,893476,Friday 05:42,628557
671507,777960,510204,Sunday 02:58,123664
968999,109932,749696,Friday 05:53,513429
815598,338035,560632,Monday 20:20,131827
577427,717945,903310,Friday 17:47,384879
161907,668257,125054,Monday 06:34,822428
960199,326540,748902,Saturday 22:09,556073
607228,862226,561720,Thursday 01:19,305803
907906,471866,125054,Wednesday 04:38,150041
732493,441223,569297,Tuesday 03:43,214458
243922,174807,409003,Thursday 11:55,450505
905055,806605,976925,Friday 11:52,231962
705811,723613,171631,Saturday 04:17,124491
353200,380799,325155,Friday 14:55,786363
567114,100701,441947,Tuesday 10:58,184539
453263,918750,469104,Tuesday 09:27,300699
476265,225883,432181,Saturday 00:54,579838
751309,731204,469104,Thursday 04:38,389493
964959,143097,551240,Tuesday 15:05,641787
390573,832162,281143,Thursday 21:06,583760
725899,741534,409003,Monday 01:02,894870
734713,688638,212481,Monday 21:58,762269
366998,528653,242756,Friday 03:47,684597
637794,731055,111898,Thursday 02:22,919965
243412,448248,886424,Sunday 06:42,783300
900991,486235,976925,Monday 22:23,582958
560152,825200,384953,Wednesday 15:11,676863
865087,833627,384953,Thursday 14:34,677073
384206,938323,893476,Monday 18:44,576478
911877,890022,111898,Tuesday 19:50,482891
427435,978710,242756,Saturday 08:03,624219
729442,997226,436552,Friday 07:50,531459
979973,865997,551240,Saturday 13:32,791280
913577,253399,665844,Saturday 18:42,642992
456011,869394,941225,Tuesday 15:16,379599
137240,218408,714840,Sunday 05:40,559082
748859,380960,469104,Friday 01:55,411099
321806,452243,469104,Thursday 04:18,437165
566673,523028,384953,Saturday 16:57,316486
384417,555640,441947,Sunday 21:21,323643
250645,230487,943249,Saturday 14:35,136350
316650,833445,325155,Saturday 00:34,252336
173679,287632,436552,Wednesday 18:58,812880
776128,104309,714840,Friday 07:40,641443
703860,125226,665844,Thursday 12:11,244601
827222,740370,665844,Monday 08:08,937228
587851,613187,767986,Tuesday 00:12,364707
467814,888166,171631,Tuesday 14:56,198587
252660,221669,475219,Saturday 01:40,620715
294915,789547,325155,Saturday 18:12,148226
103138,317121,941225,Wednesday 20:54,997975
647674,260838,369859,Saturday 07:31,438655
214161,601863,125054,Saturday 18:10,440374
520502,917735,979141,Tuesday 00:05,822330
766787,951590,441947,Thursday 23:29,140188
773804,733713,561720,Wednesday 11:12,157412
308826,892314,569297,Sunday 19:50,358193
984637,765815,258733,Sunday 10:37,563289
427756,435557,235089,Tuesday 10:29,376192
104243,869421,369859,Saturday 05:27,909913
394783,563315,281143,Saturday 06:17,359290
432433,465884,130613,Monday 15:14,667427
845451,427337,230917,Thursday 16:40,587482
525089,345282,621128,Monday 12:15,161041
276159,324999,409003,Friday 08:09,106991
308209,622583,903310,Monday 20:43,421609
744578,745409,235089,Saturday 04:16,720424
705159,399975,357573,Wednesday 18:26,955794
716309,726833,384953,Wednesday 15:00,554393
822064,329406,682827,Friday 03:48,679471
861110,122134,748902,Sunday 07:45,884905
103796,848579,859328,Monday 08:56,215540
863262,171005,621128,Wednesday 00:05,260549
757508,843748,767986,Tuesday 09:44,785676
302144,918580,569297,Wednesday 03:46,360120
214634,405836,767986,Thursday 23:36,516067
652202,516101,943249,Sunday 21:30,946891
285141,359046,656078,Saturday 18:58,850364
831067,469760,270544,Monday 09:11,534203
586731,284485,715093,Wednesday 09:02,148550
408019,235203,976925,Wednesday 12:35,617905
851621,885201,235089,Sunday 18:03,869261
828663,867861,111078,Saturday 13:15,556091
303209,694933,414424,Wednesday 18:36,347383
197865,674579,943249,Wednesday 02:30,554752
997470,392151,432181,Thursday 10:24,944990
754828,501780,860381,Monday 14:51,644710
782169,125564,715093,Tuesday 18:41,536469
720436,359779,682827,Thursday 09:40,237107
239780,616662,508776,Wednesday 12:29,223773
451322,400621,389772,Monday 11:43,836458
339565,695835,665844,Sunday 06:50,233700
748707,220455,384953,Thursday 20:22,595521
880297,894268,475219,Thursday 18:36,169613
924213,777909,289490,Tuesday 08:34,203854
449885,355568,280528,Saturday 04:49,214277
700541,645696,665844,Monday 04:12,739530
626724,149643,226654,Friday 23:23,985687
696354,359521,361385,Thursday 03:51,106061
405278,637917,325155,Tuesday 01:36,400859
479257,199207,776028,Monday 23:47,393315
438316,965475,524866,Sunday 22:08,621936
960844,196564,475219,Friday 11:39,298717
601879,109569,369859,Friday 00:36,956142
666318,489433,414424,Friday 03:56,335161
330942,528253,953889,Wednesday 22:58,904745
728925,165669,561720,Friday 06:32,226002
159189,305442,559303,Tuesday 17:56,504042
145030,136664,242756,Saturday 07:40,562602
837815,497263,475219,Saturday 14:52,415857
326898,550115,748902,Tuesday 20:09,319656
906589,663652,432181,Monday 05:20,788074
751935,872934,236323,Saturday 08:28,385554
159476,593808,469104,Monday 23:53,713210
644128,534273,130613,Thursday 20:21,143812
721813,122888,171631,Saturday 11:28,764337
409741,896210,409003,Friday 17:20,344190
780956,837280,559303,Sunday 11:45,974833
979852,838969,469104,Thursday 00:48,196192
949540,677603,389772,Tuesday 21:54,758350
381114,251884,441947,Wednesday 22:21,737055
156753,382872,665844,Saturday 18:54,235273
304279,365108,524866,Monday 01:45,548727
417834,780613,357573,Monday 14:58,673970
415074,547763,369859,Monday 09:45,833132
700550,389362,621128,Saturday 21:09,894179
270071,638407,235089,Thursday 00:07,496355
880227,469441,230917,Wednesday 16:51,739046
483594,885772,365422,Thursday 08:20,446994
979309,380960,441947,Sunday 11:09,818643
270056,721600,621128,Saturday 07:46,370896
953598,765843,989773,Friday 08:58,619350
125487,344183,561720,Sunday 02:44,211240
562066,547709,896167,Thursday 11:41,369579
358673,134233,607040,Tuesday 15:40,891039
803878,547464,369531,Tuesday 15:38,960165
217630,873381,258733,Friday 05:03,884051
473261,874875,258733,Friday 17:16,828131
323248,494204,860381,Wednesday 16:39,216813
498058,981612,469104,Monday 03:49,165776
320718,548217,409003,Thursday 02:34,433367
485312,663151,283724,Sunday 06:34,966946
334544,973628,569297,Sunday 19:24,118116
894421,681314,325155,Sunday 14:24,957838
985958,185618,989773,Friday 06:06,869168
901885,617148,560632,Monday 04:36,840606
968528,238497,742744,Saturday 22:38,550321
349924,421220,212481,Tuesday 18:11,354770
434414,452243,111078,Tuesday 03:55,773303
127097,731858,409003,Wednesday 05:21,103132
802703,273948,125287,Tuesday 19:12,738214
606346,380960,278937,Friday 19:53,665773
968164,675228,607040,Wednesday 17:27,381201
316778,578075,524866,Thursday 12:58,753613
406211,578075,943249,Saturday 19:29,607027
634029,896882,745646,Tuesday 07:28,484657
993211,474414,953889,Wednesday 09:40,678097
797016,733713,281143,Tuesday 02:10,959077
488404,251222,235089,Saturday 06:51,113158
143823,518484,979141,Thursday 15:16,243550
798763,740370,393802,Thursday 11:06,536237
797026,294022,361385,Wednesday 22:48,270846
185516,345226,230917,Wednesday 17:47,767145
583590,104098,230917,Friday 20:30,702108
422795,650560,742744,Sunday 21:44,460037
943392,389214,749696,Tuesday 23:26,581144
567511,765815,749696,Monday 01:27,419449
553184,349449,748902,Friday 23:08,698944
171684,247436,510204,Wednesday 04:45,541583
740311,546720,111078,Monday 05:39,849065
770051,227335,715093,Wednesday 20:25,498123
804353,282565,560632,Monday 10:24,238096
822613,188636,582120,Saturday 20:40,256070
696112,803223,656078,Monday 19:47,682172
799298,675500,365422,Friday 16:13,754050
833781,807157,524866,Saturday 08:56,175068
834076,250053,383379,Tuesday 00:36,893158
434721,488080,283724,Saturday 23:48,334970
546142,316904,510204,Thursday 15:50,336264
918261,885128,893476,Thursday 13:41,943217
698330,599450,767986,Tuesday 02:29,665763
841956,948540,258733,Wednesday 08:31,902993
292282,853348,621128,Sunday 08:02,153532
863872,615496,750426,Wednesday 07:16,559828
447244,584778,750426,Friday 15:50,661071
355349,880968,953889,Saturday 02:55,645781
705822,174807,582120,Sunday 18:54,573533
543890,174982,903310,Wednesday 17:27,819704
848419,284477,325155,Monday 13:34,569076
103367,253310,714840,Friday 09:23,354032
931733,951404,369859,Wednesday 08:55,754172
868124,721600,226654,Tuesday 03:26,908508
394356,939720,235089,Monday 08:31,465983
520395,251222,510204,Thursday 07:32,355817
412556,788115,559303,Tuesday 06:40,827393
481839,688300,742744,Sunday 09:04,228864
426478,338035,750426,Saturday 23:30,714308
856257,387702,551240,Sunday 10:42,187081
401933,193588,551240,Saturday 22:20,665726
818130,731700,409003,Monday 12:39,913905
643411,551420,369531,Sunday 01:40,865943
354996,272380,860381,Tuesday 00:59,255605
889732,633707,171631,Wednesday 19:57,591687
715722,236500,524866,Monday 03:24,355621
481157,870777,621128,Sunday 19:09,341086
966860,765843,508776,Saturday 20:36,852248
874818,886736,989773,Saturday 16:24,724483
302322,907283,171631,Monday 02:39,301153
385997,329406,242756,Friday 00:02,494956
593414,417261,508776,Thursday 16:16,531451
142812,916782,551240,Tuesday 09:16,279607
253912,134233,953889,Friday 20:47,110949
222742,707262,432181,Friday 23:20,237029
360438,601142,560632,Monday 04:15,536759
564545,287632,289490,Sunday 16:16,211634
526687,481678,551240,Friday 05:01,635449
853120,242025,171631,Tuesday 14:29,470849
832473,880968,389772,Thursday 05:55,957931
872328,519137,561720,Sunday 23:32,808898
884150,720156,369531,Wednesday 06:21,905203
583535,746830,893476,Sunday 20:45,230905
651085,143875,130613,Tuesday 00:35,208964
578638,275747,283724,Saturday 13:19,539606
907690,600404,569297,Tuesday 09:30,578134
712413,754190,383379,Saturday 15:45,132958
419910,620584,748902,Tuesday 08:38,882146
673003,777270,409003,Sunday 16:53,529178
560626,815806,171631,Saturday 20:35,915747
153071,915388,523867,Saturday 12:30,709191
328107,886175,235089,Sunday 14:14,221945
486232,248408,997344,Sunday 11:16,826110
438012,921010,369531,Sunday 04:46,413550
886672,614913,212481,Sunday 07:23,680112
452209,318535,469104,Thursday 02:31,214945
373649,474284,212481,Friday 00:11,301803
394140,465884,776028,Tuesday 06:05,104431
741841,981612,111898,Saturday 06:32,398422
339682,154155,682827,Tuesday 00:14,923162
478734,905890,748902,Tuesday 01:56,701193
455972,224784,941225,Thursday 17:53,249356
870188,778276,886424,Sunday 03:57,109608
427686,675500,436552,Tuesday 10:50,109975
542560,510243,767986,Thursday 13:09,261043
703013,143875,235089,Monday 13:36,403278
208198,562672,230917,Saturday 01:43,939470
611181,620271,859328,Sunday 12:01,789269
244812,470145,621128,Monday 21:41,324135
857701,453883,976925,Monday 16:13,952290
103913,968434,258733,Friday 14:56,868933
796150,232599,621128,Tuesday 07:50,715396
554525,907283,682827,Saturday 10:44,448981
303467,777909,111078,Friday 05:56,732944
815726,151809,742744,Friday 08:34,551766
884566,973552,561720,Sunday 18:01,871362
811600,545514,226654,Monday 06:05,105620
382733,620271,859328,Tuesday 06:53,451794
999507,731971,560632,Sunday 22:10,886749
757548,281576,621128,Monday 20:59,546535
181571,821982,989773,Sunday 13:32,667448
395095,932280,508776,Thursday 06:42,749152
371065,571139,714840,Tuesday 00:04,522076
149016,421220,171631,Thursday 16:09,101370
924760,316622,278937,Sunday 10:00,498272
368551,476558,569297,Sunday 07:18,570197
378588,954328,621128,Tuesday 14:58,380664
762418,522939,236323,Friday 21:04,941045
819790,745481,212481,Saturday 09:41,483576
334225,300583,524866,Saturday 11:33,134840
834086,747939,230917,Wednesday 18:02,652611
535326,733668,989773,Sunday 21:33,566055
847973,159474,523867,Sunday 10:59,802551
345995,458422,289490,Saturday 23:25,399636
294962,958022,325155,Tuesday 22:55,676708
798027,686228,859328,Saturday 21:27,860354
512114,142315,714840,Wednesday 00:23,119216
666780,502301,436552,Friday 19:49,760575
535948,211605,369531,Monday 05:40,290147
762145,253399,414424,Tuesday 06:15,582668
549974,203181,361385,Saturday 11:38,225900
575072,369309,989773,Saturday 00:31,510542
813803,791925,748902,Thursday 16:07,993951
946890,109569,750426,Wednesday 12:40,986316
136182,657239,776028,Thursday 12:02,305891
390415,534273,111898,Monday 08:29,457074
411443,176881,745646,Thursday 05:16,584239
411992,825624,508776,Wednesday 09:21,720640
122064,893126,280528,Friday 04:29,293156
327133,440595,409003,Tuesday 15:15,297748
624241,233814,682827,Saturday 01:09,791840
313465,694494,226654,Thursday 10:18,498200
525090,931726,943249,Wednesday 14:30,242020
177559,211605,365422,Thursday 00:04,577835
856700,351768,280528,Tuesday 19:16,777321
387695,845233,436552,Saturday 23:26,102304
379672,547279,714840,Sunday 15:08,306731
829866,834567,280528,Sunday 18:31,988670
833167,886736,903310,Monday 05:42,682154
315853,409690,258733,Saturday 02:17,199701
917176,883457,111898,Wednesday 01:29,398760
283089,723638,281143,Thursday 04:13,166227
208871,655814,569297,Friday 20:09,431777
933416,230487,325155,Tuesday 14:40,468380
523517,269259,656078,Monday 22:05,119263
608671,834567,469104,Thursday 10:11,750872
290587,405528,510204,Friday 02:28,419992
606148,347402,767986,Friday 07:00,115344
944556,414201,235089,Wednesday 16:58,300262
819820,707262,748902,Thursday 17:50,833934
798742,918010,369859,Tuesday 23:39,105873
375947,216349,656078,Saturday 18:04,673609
535036,343498,130613,Monday 14:20,725626
505400,718912,820241,Saturday 05:22,255721
957725,534273,436552,Saturday 00:23,638938
431527,667100,383379,Sunday 23:55,360567
694384,125068,860381,Wednesday 02:04,396265
854556,742194,820241,Thursday 10:30,500811
332046,983407,258733,Saturday 20:01,464795
650538,349449,523867,Saturday 05:56,926330
448027,531531,508776,Tuesday 12:49,288474
642790,616662,508776,Saturday 18:32,529570
257352,289818,551240,Monday 18:28,936241
463037,111675,384953,Monday 03:02,553772
117761,362443,903310,Thursday 00:13,315342
549872,305970,357573,Thursday 14:10,802829
633293,100599,621128,Tuesday 03:33,224001
348522,622583,997344,Tuesday 10:30,527820
769514,281799,125287,Tuesday 12:40,866317
571836,153950,281143,Sunday 14:41,447183
904353,248713,551240,Sunday 06:50,669136
637535,159474,171631,Thursday 17:50,353615
382440,714131,171631,Thursday 11:14,727141
172058,442433,820241,Tuesday 11:49,200535
557267,206998,896167,Thursday 20:07,654140
941359,154303,365422,Tuesday 04:03,796982
642081,731726,976925,Friday 07:38,222775
207687,684065,510204,Monday 21:43,814172
995197,521839,561720,Thursday 08:43,982381
810260,929665,414424,Thursday 05:02,469993
689942,816071,745646,Thursday 19:57,896177
807593,376212,369859,Saturday 05:41,538674
605028,959582,715093,Wednesday 06:03,975913
167347,400697,989773,Wednesday 05:26,576091
977805,598092,607040,Monday 15:25,387252
718738,853348,893476,Thursday 20:39,832941
900285,870777,235089,Thursday 08:39,992588
558135,716932,742744,Sunday 07:44,709606
517240,618196,111898,Thursday 05:42,404764
727017,494568,776028,Wednesday 14:21,232170
783365,833582,475219,Sunday 23:20,235637
288000,334435,656078,Thursday 10:21,356454
221773,409690,656078,Thursday 17:05,625986
338451,494568,361385,Thursday 19:40,117724
139893,731858,665844,Monday 20:57,681596
950999,932978,886424,Saturday 21:09,103967
985414,932880,436552,Friday 18:04,403129
666859,307704,473516,Friday 15:10,503440
619734,253399,903310,Friday 02:24,290337
663852,325032,745646,Saturday 16:50,262982
625981,680926,111078,Wednesday 03:07,302603
897515,494204,242756,Thursday 08:23,948539
806237,346367,989773,Wednesday 02:53,157642
332472,440595,383379,Tuesday 05:09,653244
989555,745304,383379,Friday 06:36,924035
910913,452243,409003,Tuesday 21:18,992097
